"term","estimate","std.error","statistic","p.value","conf.low","conf.high"
"(Intercept)",0.0379042227554186,0.0876225805240928,-37.3498787090809,2.54695109808867e-305,0.0318935590907237,0.0449657144589436
"age",1.04870279313074,0.0020412075402093,23.2969770785213,4.75735401186116e-120,1.04452053270972,1.05291229087116
"fraud_flag",5.01620161499915e-09,147.071486426223,-0.129940842405454,0.896613230634691,3.60491207394773e-47,1.61066483931957e-48
"hospital_risk_score",1.0034605521963,0.00145709511201316,2.37086668891556,0.0177464306618489,1.00059923451806,1.00633112897453
"doc_complete_flag",2.94275754338143,0.0442226740023618,24.4070967220978,1.43781557101357e-131,2.69923290714878,3.21019094933476
"claim_submission_timeline_days",1.02809222696079,0.00200183849318113,13.8397168630736,1.46783610426434e-43,1.0241300196506,1.03219838285684
"provider_blacklist_flagTRUE",0.182552739707501,0.238528764586151,-7.13002545399396,1.00350367950349e-12,0.112908000298659,0.288008902575015
